chrom1,start1,end1,chrom2,start2,end2,name,Zscore,strand1,strand2
chr2,28077579,28080074,chr2,28088042,28090240,63113,1e-10,.,.
chr2,28082589,28085501,chr2,28087695,28090864,63114,1e-10,.,.
chr2,28114536,28118643,chr2,28124150,28127188,63115,1e-10,.,.
chr2,28299675,28303894,chr2,28305891,28309704,63117,1e-10,.,.
chr2,28382995,28386571,chr2,28418742,28421090,63119,1e-10,.,.
chr2,28383571,28385660,chr2,28390823,28393485,63120,1e-10,.,.
chr2,28385667,28388594,chr2,28397981,28400065,63121,1e-10,.,.
chr2,28402441,28406654,chr2,28409213,28412233,63125,1e-10,.,.
chr2,28419409,28422331,chr2,28468740,28471386,63128,1e-10,.,.
chr2,28429767,28435995,chr2,28466219,28470880,63129,1e-10,.,.
chr2,28440094,28447388,chr2,28461566,28470816,63130,1e-10,.,.
chr2,28452336,28455862,chr2,28472361,28477349,63131,1e-10,.,.
chr2,28467019,28470302,chr2,28658847,28662759,63133,1e-10,.,.
chr2,28475883,28478222,chr2,28489983,28492953,63135,1e-10,.,.
chr2,28489373,28492655,chr2,28498405,28501421,63136,1e-10,.,.
chr2,28553333,28558176,chr2,28559260,28563271,63138,1e-10,.,.
chr2,28598187,28601133,chr2,28603176,28607034,63140,1e-10,.,.
chr2,28619256,28622449,chr2,28626198,28628636,63142,1e-10,.,.
chr2,28640980,28643458,chr2,28824206,28827254,63143,1e-10,.,.
chr2,28641574,28646493,chr2,28657152,28662529,63144,1e-10,.,.
chr2,28660706,28663877,chr2,28665178,28668738,63145,1e-10,.,.
chr2,28668384,28670621,chr2,28825922,28828851,63146,1e-10,.,.
chr2,28670871,28672829,chr2,28827823,28833258,63147,1e-10,.,.
chr2,28685261,28687879,chr2,28827262,28830769,63150,1e-10,.,.
chr2,28699691,28703479,chr2,28716018,28718830,63152,1e-10,.,.
chr2,28700552,28703249,chr2,28705813,28709745,63153,1e-10,.,.
chr2,28704091,28706265,chr2,28711948,28715480,63154,1e-10,.,.
chr2,28710408,28713017,chr2,28720720,28724284,63155,1e-10,.,.
chr2,28714142,28717124,chr2,28721341,28725652,63156,1e-10,.,.
chr2,28727326,28730106,chr2,28736263,28740439,63157,1e-10,.,.
chr2,28731932,28735653,chr2,28738616,28742883,63158,1e-10,.,.
chr2,28743268,28747987,chr2,28750428,28753356,63159,1e-10,.,.
chr2,28757225,28759710,chr2,28830203,28833391,63161,1e-10,.,.
chr2,28779493,28783049,chr2,28786801,28789182,63163,1e-10,.,.
chr2,28799041,28800818,chr2,28823929,28826525,63164,1e-10,.,.
chr2,28826261,28831297,chr2,28969651,28973689,63166,1e-10,.,.
chr2,28826837,28829626,chr2,29029037,29031162,63167,1e-10,.,.
chr2,28863422,28866418,chr2,28910343,28914369,63168,1e-10,.,.
chr2,28889594,28892596,chr2,28895669,28899629,63170,1e-10,.,.
chr2,28896626,28903175,chr2,28969535,28974945,63171,1e-10,.,.
chr2,28909575,28912988,chr2,28915420,28920994,63172,1e-10,.,.
chr2,28927770,28930802,chr2,28983518,28985988,63173,1e-10,.,.
chr2,28934054,28936233,chr2,28970975,28973954,63175,1e-10,.,.
chr2,28935287,28938246,chr2,28976766,28979563,63176,1e-10,.,.
chr2,28939519,28942702,chr2,28978480,28981175,63177,1e-10,.,.
chr2,28944904,28948122,chr2,28985074,28988398,63180,1e-10,.,.
chr2,28970248,28973898,chr2,29002954,29005610,63182,2.38e-10,.,.
chr2,28976036,28978508,chr2,29015089,29018887,63183,1e-10,.,.
chr2,28976420,28981240,chr2,29007109,29011229,63184,1e-10,.,.
chr2,28977206,28981721,chr2,29001836,29006711,63185,1e-10,.,.
chr2,28979104,28982500,chr2,29034009,29035759,63186,1e-10,.,.
chr2,29000536,29004670,chr2,29021373,29023987,63188,1e-10,.,.
chr2,29032299,29035475,chr2,29270462,29274341,63191,1e-10,.,.
chr2,29067819,29070545,chr2,29091185,29095321,63192,1e-10,.,.
chr2,29123319,29126390,chr2,29132194,29135380,63193,1e-10,.,.
chr2,29132524,29135818,chr2,29138254,29141722,63194,1e-10,.,.
chr2,29322325,29325814,chr2,29326897,29330794,63195,1e-10,.,.
chr2,29332276,29335649,chr2,29337612,29341941,63196,1e-10,.,.
chr2,29550825,29554938,chr2,29558976,29563669,63199,1e-10,.,.
chr2,29603577,29605885,chr2,29621126,29625044,63200,1e-10,.,.
chr2,29708765,29710934,chr2,29714787,29718936,63201,1e-10,.,.
chr2,29987694,29990354,chr2,29994664,29997335,63203,1e-10,.,.
chr2,30123690,30125587,chr2,30130060,30133733,63205,1e-10,.,.
chr2,30166285,30169750,chr2,30237639,30240560,63206,1e-10,.,.
chr2,30207585,30210879,chr2,30738235,30740851,63207,1e-10,.,.
chr2,30215060,30217928,chr2,30222507,30225627,63208,1e-10,.,.
chr2,30220495,30228436,chr2,30735282,30740957,63209,1e-10,.,.
chr2,30221837,30227623,chr2,30306211,30310211,63211,1e-10,.,.
chr2,30224969,30226988,chr2,30251414,30253796,63212,1e-10,.,.
chr2,30226378,30229681,chr2,30261536,30266417,63213,1e-10,.,.
chr2,30238113,30244791,chr2,30306599,30309994,63214,1e-10,.,.
chr2,30240781,30245662,chr2,30736402,30740165,63215,1e-10,.,.
chr2,30244722,30246545,chr2,30779087,30781528,63216,1e-10,.,.
chr2,30250528,30255358,chr2,30736352,30742032,63217,1e-10,.,.
chr2,30251081,30254226,chr2,30306414,30309528,63218,1e-10,.,.
chr2,30254727,30259646,chr2,30267144,30272086,63219,1e-10,.,.
chr2,30254859,30258401,chr2,30262047,30265085,63220,1e-10,.,.
chr2,30259666,30263027,chr2,30266004,30268616,63221,1e-10,.,.
chr2,30261532,30264818,chr2,30305312,30309723,63222,1e-10,.,.
chr2,30265651,30277193,chr2,30734852,30739637,63223,1e-10,.,.
chr2,30266156,30271685,chr2,30327896,30331898,63224,1e-10,.,.
chr2,30268971,30272577,chr2,30305591,30309434,63226,1e-10,.,.
chr2,30273954,30280537,chr2,30307183,30309454,63228,1e-10,.,.
chr2,30280697,30286498,chr2,30305443,30309851,63229,1e-10,.,.
chr2,30281180,30283619,chr2,30737430,30739855,63230,1e-10,.,.
chr2,30284047,30286462,chr2,30736544,30739323,63231,3.13e-10,.,.
chr2,30286703,30290189,chr2,30736824,30739175,63232,3.72e-10,.,.
chr2,30302810,30313964,chr2,30735403,30739626,63234,1e-10,.,.
chr2,30304858,30309138,chr2,30421642,30424380,63235,1e-10,.,.
chr2,30304967,30307998,chr2,30355355,30358523,63236,1e-10,.,.
chr2,30305473,30309951,chr2,30521269,30525799,63237,1e-10,.,.
chr2,30306085,30308825,chr2,30427819,30433105,63238,1e-10,.,.
chr2,30306184,30310718,chr2,30341591,30351210,63239,1e-10,.,.
chr2,30306318,30310133,chr2,30515846,30519324,63240,1e-10,.,.
chr2,30306400,30310297,chr2,30363570,30368907,63241,1e-10,.,.
chr2,30306540,30309371,chr2,30503119,30506178,63242,1e-10,.,.
chr2,30306576,30309379,chr2,30493212,30496034,63243,1e-10,.,.
chr2,30306595,30309452,chr2,30398650,30400511,63244,1e-10,.,.
chr2,30306612,30308533,chr2,30378417,30381963,63245,1e-10,.,.
chr2,30306649,30308905,chr2,30392383,30394988,63246,1.07e-10,.,.
chr2,30306661,30310917,chr2,30529646,30532959,63247,6.19e-09,.,.
chr2,30306776,30309985,chr2,30588574,30592856,63248,1e-10,.,.
chr2,30306822,30309869,chr2,30359478,30363394,63249,1e-10,.,.
chr2,30306824,30309477,chr2,30446362,30451883,63250,1e-10,.,.
chr2,30307359,30309803,chr2,30499037,30502321,63251,1.43e-10,.,.
chr2,30313640,30316484,chr2,30337949,30340341,63252,1e-10,.,.
chr2,30319403,30322013,chr2,30736220,30739327,63253,2.21e-10,.,.
chr2,30323822,30329747,chr2,30736812,30739609,63254,1e-10,.,.
chr2,30328052,30329834,chr2,30345824,30349239,63255,1e-10,.,.
chr2,30329526,30331267,chr2,30522495,30526069,63257,1e-10,.,.
chr2,30329655,30332239,chr2,30362898,30365758,63258,1e-10,.,.
chr2,30331742,30335159,chr2,30344965,30351195,63259,1e-10,.,.
chr2,30339858,30343304,chr2,30352051,30354743,63260,1e-10,.,.
chr2,30339959,30343330,chr2,30346730,30349392,63261,1e-10,.,.
chr2,30346113,30351843,chr2,30357861,30361710,63262,1e-10,.,.
chr2,30423134,30427474,chr2,30735851,30739770,63265,6.37e-10,.,.
chr2,30427814,30431056,chr2,30736679,30739849,63266,1e-10,.,.
chr2,30481952,30485169,chr2,30491747,30494500,63269,1e-10,.,.
chr2,30484268,30488154,chr2,30736601,30739207,63270,1e-10,.,.
chr2,30497572,30501157,chr2,30736362,30738798,63271,1.37e-09,.,.
chr2,30520199,30526357,chr2,30735777,30739894,63273,1e-10,.,.
chr2,30521652,30523898,chr2,30544299,30548235,63274,1e-10,.,.
chr2,30528357,30530736,chr2,30623617,30628859,63275,1e-10,.,.
chr2,30529679,30533189,chr2,30737073,30740180,63276,8.6e-09,.,.
chr2,30560563,30564076,chr2,30566641,30569805,63277,1e-10,.,.
chr2,30560911,30563614,chr2,30571506,30573812,63278,1e-10,.,.
chr2,30568013,30570093,chr2,30734635,30738444,63279,1.07e-10,.,.
chr2,30568308,30570092,chr2,30573386,30576986,63280,1e-10,.,.
chr2,30573337,30578114,chr2,30579213,30583332,63281,1e-10,.,.
chr2,30581025,30582778,chr2,30591037,30593629,63282,1e-10,.,.
chr2,30581551,30589012,chr2,30736556,30740088,63283,1e-10,.,.
chr2,30596137,30599322,chr2,30606978,30609730,63284,1e-10,.,.
chr2,30612676,30616029,chr2,30620727,30623390,63285,1e-10,.,.
chr2,30620619,30625425,chr2,30735976,30739801,63286,1e-10,.,.
chr2,30646756,30649940,chr2,30651156,30657310,63290,1e-10,.,.
chr2,30650183,30653250,chr2,30657306,30661034,63291,1e-10,.,.
chr2,30652388,30656453,chr2,30736628,30739433,63292,4.21e-10,.,.
chr2,30653099,30656724,chr2,30665646,30669018,63293,1e-10,.,.
chr2,30661592,30666336,chr2,30736041,30740768,63294,1e-10,.,.
chr2,30679201,30682946,chr2,30736070,30739247,63295,1e-10,.,.
chr2,30692063,30698335,chr2,30736270,30739572,63296,1e-10,.,.
chr2,30695550,30698417,chr2,30700681,30704105,63297,1e-10,.,.
chr2,30711551,30714761,chr2,30737053,30739668,63298,1e-10,.,.
chr2,30711831,30714872,chr2,30730015,30732639,63299,1e-10,.,.
chr2,30714960,30716803,chr2,30736207,30739364,63300,1e-10,.,.
chr2,30736366,30740599,chr2,30800978,30803751,63303,1e-10,.,.
chr2,30736655,30742009,chr2,30781171,30788361,63304,1e-10,.,.
chr2,30736690,30739427,chr2,30778975,30781114,63305,1e-10,.,.
chr2,30737291,30741168,chr2,30760589,30764060,63306,1e-10,.,.
chr2,30737581,30740642,chr2,30769385,30773752,63307,1e-10,.,.
chr2,30813087,30817140,chr2,30818402,30822841,63311,1e-10,.,.
chr2,30837268,30840152,chr2,30845405,30848877,63313,1e-10,.,.
chr2,30937504,30941200,chr2,30945094,30947896,63314,1e-10,.,.
chr2,30958210,30962395,chr2,30965204,30967304,63315,1e-10,.,.
chr2,31018987,31021078,chr2,31024794,31027132,63316,1e-10,.,.
chr2,31053407,31055195,chr2,31067177,31070295,63317,1e-10,.,.
chr2,31130014,31133484,chr2,31135463,31138453,63318,1e-10,.,.
chr2,31181100,31183791,chr2,31231870,31234803,63319,1e-10,.,.
chr2,31270762,31273728,chr2,31279283,31282967,63320,1e-10,.,.
chr2,31328371,31332189,chr2,31333741,31337262,63322,1e-10,.,.
chr2,31344365,31347842,chr2,31351109,31353879,63323,1e-10,.,.
chr2,31390796,31394728,chr2,31396341,31399112,63324,1e-10,.,.
chr2,31843474,31847549,chr2,31849028,31851865,63326,1e-10,.,.
chr2,31849198,31852684,chr2,31854313,31858255,63327,1e-10,.,.
chr2,31931941,31934932,chr2,31937977,31940661,63328,1e-10,.,.
chr2,31938846,31942398,chr2,32242848,32246203,63329,3.02e-10,.,.
chr2,31944817,31947007,chr2,31955192,31957678,63330,1e-10,.,.
chr2,31961104,31963421,chr2,32241793,32243606,63331,1e-10,.,.
chr2,31961126,31964345,chr2,31965847,31971206,63332,1e-10,.,.
chr2,31964353,31966642,chr2,32086935,32089926,63333,1e-10,.,.
chr2,31965906,31968619,chr2,32241381,32244325,63334,1e-10,.,.
chr2,31967793,31970416,chr2,31985535,31988898,63335,1e-10,.,.
chr2,31990050,31995993,chr2,31999162,32002428,63336,1e-10,.,.
chr2,31991131,31994827,chr2,32020695,32024342,63337,1e-10,.,.
chr2,32023704,32025797,chr2,32088232,32091176,63340,1e-10,.,.
chr2,32026513,32029692,chr2,32086784,32089630,63341,1e-10,.,.
chr2,32028901,32031599,chr2,32051909,32054409,63342,1e-10,.,.
chr2,32035835,32039122,chr2,32042397,32046908,63343,1e-10,.,.
chr2,32054921,32057277,chr2,32058433,32063053,63344,1e-10,.,.
chr2,32057120,32060968,chr2,32073872,32077678,63345,1e-10,.,.
chr2,32058866,32061961,chr2,32087118,32091040,63346,1e-10,.,.
chr2,32064491,32066082,chr2,32088092,32091235,63347,1e-10,.,.
chr2,32085661,32093119,chr2,32113255,32121274,63349,1e-10,.,.
chr2,32085943,32089288,chr2,32234353,32236883,63350,1e-10,.,.
chr2,32086402,32091474,chr2,32140415,32144769,63351,1e-10,.,.
chr2,32086581,32091609,chr2,32241880,32250181,63352,1e-10,.,.
chr2,32086681,32089698,chr2,32121299,32123971,63353,1e-10,.,.
chr2,32087697,32089571,chr2,32109565,32112090,63354,1e-10,.,.
chr2,32088321,32091596,chr2,32101768,32105074,63355,1e-10,.,.
chr2,32088399,32091276,chr2,32106819,32109411,63356,1e-10,.,.
chr2,32092283,32097272,chr2,32241494,32245598,63357,1e-10,.,.
chr2,32094109,32098503,chr2,32101058,32105004,63358,1e-10,.,.
chr2,32099417,32102317,chr2,32108815,32113885,63359,1e-10,.,.
chr2,32115531,32120886,chr2,32139920,32144919,63361,1e-10,.,.
chr2,32116763,32119295,chr2,32136989,32139188,63362,1e-10,.,.
chr2,32116948,32119976,chr2,32214124,32216354,63363,1e-10,.,.
chr2,32117605,32120505,chr2,32241332,32244836,63364,1e-10,.,.
chr2,32139856,32144268,chr2,32241366,32246875,63367,1e-10,.,.
chr2,32141057,32144074,chr2,32433849,32438009,63368,1e-10,.,.
chr2,32147927,32151198,chr2,32242622,32245623,63369,1e-10,.,.
chr2,32149998,32152213,chr2,32161601,32163592,63370,1e-10,.,.
chr2,32192335,32197261,chr2,32243707,32247060,63371,1e-10,.,.
chr2,32203113,32206541,chr2,32243008,32245525,63372,1e-10,.,.
chr2,32240939,32243799,chr2,32440584,32443620,63374,1e-10,.,.
chr2,32241135,32248057,chr2,32432928,32437762,63375,1e-10,.,.
chr2,32242608,32249001,chr2,32269091,32276215,63376,1e-10,.,.
chr2,32242629,32245856,chr2,32263374,32269052,63377,1e-10,.,.
chr2,32242781,32246156,chr2,32352842,32359507,63378,1e-10,.,.
chr2,32243058,32245721,chr2,32283238,32286178,63379,1e-10,.,.
chr2,32246258,32249015,chr2,32456907,32459549,63380,1e-10,.,.
chr2,32249362,32252366,chr2,32259795,32262561,63381,1e-10,.,.
chr2,32288661,32291060,chr2,32303288,32305703,63382,1e-10,.,.
chr2,32323112,32327129,chr2,32328348,32332231,63385,1e-10,.,.
chr2,32331039,32335076,chr2,32349027,32352640,63387,1e-10,.,.
chr2,32343970,32347543,chr2,32354859,32359542,63388,1e-10,.,.
chr2,32351742,32354692,chr2,32433202,32437176,63390,1e-10,.,.
chr2,32356348,32359795,chr2,32433764,32437626,63392,1e-10,.,.
chr2,32368989,32372097,chr2,32380578,32383270,63393,1e-10,.,.
chr2,32407198,32411199,chr2,32414457,32417157,63395,1e-10,.,.
chr2,32433706,32437207,chr2,32514317,32517461,63397,1e-10,.,.
chr2,32436219,32440118,chr2,32456529,32461139,63398,1e-10,.,.
chr2,32441991,32445025,chr2,32448599,32451435,63399,1e-10,.,.
chr2,32496071,32499975,chr2,32502343,32506183,63402,1e-10,.,.
chr2,32507187,32514331,chr2,32515973,32519048,63404,1e-10,.,.
chr2,32519733,32522946,chr2,32529530,32532807,63405,1e-10,.,.
chr2,32533156,32536792,chr2,32541591,32546644,63406,1e-10,.,.
chr2,32551829,32555522,chr2,32563525,32567729,63408,1e-10,.,.
chr2,32558416,32561262,chr2,32569458,32571938,63410,1e-10,.,.
chr2,32667650,32670723,chr2,32705170,32708223,63415,1e-10,.,.
chr2,32706195,32708547,chr2,32744091,32747015,63418,1e-10,.,.
chr2,32710710,32713617,chr2,32714809,32719741,63419,1e-10,.,.
chr2,32776005,32779790,chr2,32780840,32785577,63420,1e-10,.,.
chr2,32845848,32849867,chr2,33023991,33028584,63421,1e-10,.,.
chr2,32882435,32885776,chr2,32888271,32890876,63423,1e-10,.,.
chr2,32887820,32891676,chr2,33025016,33028324,63424,1e-10,.,.
chr2,32895819,32901203,chr2,32902606,32906206,63425,1e-10,.,.
chr2,32901927,32905352,chr2,32916376,32918712,63426,1e-10,.,.
chr2,32929053,32934815,chr2,32938322,32942966,63428,1e-10,.,.
chr2,32940256,32943408,chr2,32971580,32975422,63429,1e-10,.,.
chr2,32940296,32946089,chr2,32947805,32953211,63430,1e-10,.,.
chr2,32966191,32969254,chr2,32971121,32974723,63431,1e-10,.,.
chr2,32983195,32986422,chr2,32989789,32992293,63432,1e-10,.,.
chr2,33004435,33015684,chr2,33020467,33028754,63433,1e-10,.,.
chr2,33021791,33026168,chr2,33352872,33356828,63435,1e-10,.,.
chr2,33024992,33034457,chr2,33035713,33043923,63436,1e-10,.,.
chr2,33025314,33027649,chr2,33062454,33065517,63437,1e-10,.,.
chr2,33054141,33057244,chr2,33063758,33066669,63438,1e-10,.,.
chr2,33075227,33077818,chr2,33081638,33084592,63439,1e-10,.,.
chr2,33080116,33083751,chr2,33086624,33088701,63440,1e-10,.,.
chr2,33098747,33102405,chr2,33137319,33139117,63443,1e-10,.,.
chr2,33110335,33115224,chr2,33118140,33122251,63444,1e-10,.,.
chr2,33138191,33141674,chr2,33146688,33151011,63445,1e-10,.,.
chr2,33162655,33165500,chr2,33169020,33172022,63447,1e-10,.,.
chr2,33168861,33173514,chr2,33174880,33178185,63449,1e-10,.,.
chr2,33199002,33202326,chr2,33209951,33212734,63452,1e-10,.,.
chr2,33203821,33206206,chr2,33211131,33214032,63453,1e-10,.,.
chr2,33211316,33217089,chr2,33218853,33225954,63455,1e-10,.,.
chr2,33236912,33240818,chr2,33245155,33248086,63457,1e-10,.,.
chr2,33282298,33286947,chr2,33288356,33291922,63458,1e-10,.,.
chr2,33344941,33348018,chr2,33350037,33353277,63462,1e-10,.,.
chr2,33359214,33365007,chr2,33367072,33373017,63463,1e-10,.,.
chr2,33389188,33393585,chr2,33397832,33401726,63465,1e-10,.,.
chr2,33465869,33470049,chr2,33473243,33476413,63466,1e-10,.,.
chr2,33498321,33502544,chr2,33503952,33508903,63467,1e-10,.,.
chr2,33504376,33507794,chr2,33509575,33512403,63468,1e-10,.,.
chr2,33561794,33564584,chr2,33567656,33570644,63471,1e-10,.,.
chr2,33590079,33593160,chr2,33598105,33601986,63472,1e-10,.,.
chr2,33615526,33618304,chr2,33637000,33640276,63473,1e-10,.,.
chr2,33661971,33665496,chr2,33674310,33678287,63475,1e-10,.,.
chr2,33676064,33679437,chr2,33680635,33684256,63477,1e-10,.,.
chr2,33827240,33832327,chr2,33833946,33837695,63478,1e-10,.,.
chr2,34014274,34018082,chr2,34022423,34024563,63479,1e-10,.,.
chr2,34291146,34295121,chr2,34300002,34302147,63480,1e-10,.,.
chr2,35537975,35540849,chr2,35544396,35547497,63481,1e-10,.,.
chr2,36423193,36426436,chr2,36429311,36433225,63482,1e-10,.,.
chr2,36457695,36460553,chr2,36465716,36469261,63483,1e-10,.,.
chr2,36596928,36599346,chr2,36617124,36621738,63485,1e-10,.,.
chr2,36607906,36611714,chr2,36616694,36618933,63486,1e-10,.,.
chr2,36626967,36630699,chr2,36633522,36636309,63488,1e-10,.,.
chr2,36632647,36635864,chr2,36676795,36679526,63489,1e-10,.,.
chr2,36635424,36638091,chr2,36642342,36644120,63490,1e-10,.,.
chr2,36662939,36667851,chr2,36670307,36674345,63492,1e-10,.,.
chr2,36663199,36665560,chr2,36676123,36678970,63493,1e-10,.,.
chr2,36675520,36679202,chr2,36689554,36693071,63495,1e-10,.,.
chr2,36858154,36861574,chr2,36868346,36872010,63497,1e-10,.,.
chr2,36888438,36892202,chr2,36894137,36897846,63500,1e-10,.,.
chr2,36900994,36904821,chr2,37045667,37048633,63501,1e-10,.,.
chr2,36962088,36965107,chr2,36970378,36972954,63503,1e-10,.,.
chr2,36988990,36991886,chr2,36995158,36997495,63504,1e-10,.,.
chr2,36998170,37002360,chr2,37031125,37033955,63505,1e-10,.,.
chr2,37018563,37022083,chr2,37025076,37026967,63506,1e-10,.,.
chr2,37045185,37049166,chr2,37162730,37167776,63509,1e-10,.,.
chr2,37089042,37092673,chr2,37094654,37097371,63510,1e-10,.,.
chr2,37104731,37108293,chr2,37112374,37114862,63511,1e-10,.,.
chr2,37110809,37113970,chr2,37118780,37122504,63512,1e-10,.,.
chr2,37138143,37141391,chr2,37163607,37167152,63514,1e-10,.,.
chr2,37162775,37165798,chr2,37311329,37313756,63517,8.37e-10,.,.
chr2,37163090,37165166,chr2,37276347,37278448,63518,1e-10,.,.
chr2,37180976,37183051,chr2,37189953,37191977,63520,1e-10,.,.
chr2,37188074,37190472,chr2,37194167,37197499,63521,1e-10,.,.
chr2,37238660,37242231,chr2,37268227,37271971,63523,1e-10,.,.
chr2,37256059,37259566,chr2,37264972,37268752,63524,1e-10,.,.
chr2,37266134,37269508,chr2,37310630,37313909,63526,1e-10,.,.
chr2,37269300,37273403,chr2,37305400,37310226,63527,1e-10,.,.
chr2,37273141,37279106,chr2,37310880,37313818,63528,1e-10,.,.
chr2,37277333,37281035,chr2,37293178,37297468,63530,1e-10,.,.
chr2,37279120,37282023,chr2,37311117,37313408,63531,3.28e-10,.,.
chr2,37305006,37309322,chr2,37402387,37404882,63533,1e-10,.,.
chr2,37329280,37332343,chr2,37335994,37338968,63534,1e-10,.,.
chr2,37330562,37333983,chr2,37339683,37342202,63535,1e-10,.,.
chr2,37342163,37344486,chr2,37346476,37351598,63536,1e-10,.,.
chr2,37360491,37363414,chr2,37404119,37406849,63538,1e-10,.,.
chr2,37403690,37409765,chr2,37428087,37434221,63541,1e-10,.,.
chr2,37602273,37604899,chr2,37614286,37617120,63544,1e-10,.,.
chr2,37641766,37646331,chr2,37656791,37661197,63547,1e-10,.,.
chr2,37648159,37651315,chr2,37655858,37660374,63548,1e-10,.,.
chr2,37658202,37661161,chr2,37666689,37668460,63549,1e-10,.,.
chr2,37661394,37664003,chr2,37666507,37670158,63550,1e-10,.,.
chr2,37667490,37670486,chr2,37672287,37675963,63551,1e-10,.,.
chr2,37690170,37693091,chr2,37697734,37700921,63552,1e-10,.,.
chr2,37697614,37701543,chr2,37710229,37712917,63553,1e-10,.,.
chr2,37707384,37709236,chr2,37711597,37715745,63554,1e-10,.,.
chr2,37737693,37740121,chr2,37744048,37746235,63556,1e-10,.,.
chr2,37741107,37748707,chr2,37750106,37754006,63557,1e-10,.,.
chr2,37865204,37870166,chr2,37873195,37877557,63558,1e-10,.,.
chr2,37926912,37929778,chr2,37931300,37936224,63559,1e-10,.,.
chr2,38027078,38030612,chr2,38033509,38035548,63561,1e-10,.,.
chr2,38090040,38092224,chr2,38097050,38099632,63563,1e-10,.,.
chr2,38118591,38120435,chr2,38129192,38132685,63564,1e-10,.,.
chr2,38171422,38173274,chr2,38176560,38180786,63565,1e-10,.,.
chr2,38175826,38178811,chr2,38185468,38188138,63566,1e-10,.,.
chr2,38190561,38194470,chr2,38196145,38201783,63567,1e-10,.,.
chr2,38236115,38240040,chr2,38241849,38244219,63570,1e-10,.,.
chr2,38333281,38339903,chr2,38340972,38345173,63572,1e-10,.,.
chr2,38350109,38352544,chr2,38358552,38361650,63573,1e-10,.,.
chr2,38389091,38392274,chr2,38453481,38456413,63575,1e-10,.,.
chr2,38390818,38394173,chr2,38594856,38596544,63576,1e-10,.,.
chr2,38392058,38395480,chr2,38824166,38827452,63577,1e-10,.,.
chr2,38396272,38397949,chr2,38456054,38458584,63578,1e-10,.,.
chr2,38453437,38461857,chr2,38826981,38833034,63581,1e-10,.,.
chr2,38454188,38457906,chr2,38506732,38511128,63582,1e-10,.,.
chr2,38454312,38457103,chr2,38487080,38489871,63583,1e-10,.,.
chr2,38455029,38457412,chr2,38632501,38635144,63584,1.27e-10,.,.
chr2,38455297,38458991,chr2,38548921,38551151,63585,1e-10,.,.
chr2,38455366,38458260,chr2,38564319,38569778,63586,1e-10,.,.
chr2,38455396,38457741,chr2,38543087,38547539,63587,1e-10,.,.
chr2,38455657,38458959,chr2,38820472,38823797,63588,1.62e-07,.,.
chr2,38455916,38459688,chr2,38511862,38514718,63589,1e-10,.,.
chr2,38455918,38458605,chr2,38584339,38586304,63590,1e-10,.,.
chr2,38456170,38460869,chr2,38534116,38538867,63591,1e-10,.,.
chr2,38456235,38458908,chr2,38615468,38617593,63592,1.11e-09,.,.
chr2,38456238,38459524,chr2,38591035,38597794,63593,1e-10,.,.
chr2,38456354,38458650,chr2,38587641,38590825,63594,1e-10,.,.
chr2,38456934,38460025,chr2,38498722,38501115,63595,1e-10,.,.
chr2,38495717,38498956,chr2,38500839,38503785,63597,1e-10,.,.
chr2,38504031,38508377,chr2,38510279,38513116,63598,1e-10,.,.
chr2,38509914,38513378,chr2,38515902,38518173,63599,1e-10,.,.
chr2,38520228,38523473,chr2,38526052,38528322,63600,1e-10,.,.
chr2,38526280,38529034,chr2,38531995,38534590,63601,1e-10,.,.
chr2,38540185,38543264,chr2,38553316,38557615,63603,1e-10,.,.
chr2,38547896,38551047,chr2,38829730,38832865,63605,1e-10,.,.
chr2,38553074,38556341,chr2,38593294,38596150,63607,1e-10,.,.
chr2,38554771,38557508,chr2,38585424,38589378,63608,1e-10,.,.
chr2,38563952,38568372,chr2,38830071,38833435,63609,1e-10,.,.
chr2,38569202,38572193,chr2,38586570,38590218,63610,1e-10,.,.
chr2,38575491,38577227,chr2,38581311,38584085,63611,1e-10,.,.
chr2,38578841,38581313,chr2,38592779,38595782,63612,1e-10,.,.
chr2,38581994,38585979,chr2,38594051,38596348,63613,1e-10,.,.
chr2,38585232,38590978,chr2,38830198,38833535,63614,1e-10,.,.
chr2,38594089,38595967,chr2,38823559,38826143,63616,1e-10,.,.
chr2,38594424,38598086,chr2,38627279,38629885,63617,1e-10,.,.
chr2,38594644,38598981,chr2,38600449,38604116,63618,1e-10,.,.
chr2,38595576,38598418,chr2,38619193,38623434,63619,1e-10,.,.
chr2,38598438,38602636,chr2,38829168,38833352,63620,1e-10,.,.
chr2,38602178,38605216,chr2,38815276,38818556,63621,1e-10,.,.
chr2,38602727,38605190,chr2,38831198,38833230,63622,9.48e-09,.,.
chr2,38606567,38613166,chr2,38821675,38833032,63623,1e-10,.,.
chr2,38613261,38622065,chr2,38817012,38827121,63624,1e-10,.,.
chr2,38613932,38627748,chr2,38828111,38834086,63625,1e-10,.,.
chr2,38625305,38637289,chr2,38819149,38828001,63627,1e-10,.,.
chr2,38627785,38630188,chr2,38830091,38833208,63628,1.16e-07,.,.
chr2,38631293,38638837,chr2,38828037,38833442,63629,1e-10,.,.
chr2,38637322,38641027,chr2,38821222,38824560,63630,1e-10,.,.
chr2,38639515,38644771,chr2,38826455,38832991,63631,1e-10,.,.
chr2,38644798,38690217,chr2,38792676,38833827,63632,1e-10,.,.
chr2,38669640,38672540,chr2,38770221,38773205,63633,1e-10,.,.
