chrom1,start1,end1,chrom2,start2,end2,name,score,strand1,strand2,samplenumber
chr22,30668420,30672898,chr22,30687874,30688849,,2.678462157951,.,.,2
chr22,30807762,30817457,chr22,30266958,30288600,,2.67736800063676,.,.,2
chr7,89928203,89937465,chr7,90307867,90317216,,2.67667786227759,.,.,2
chr22,31592063,31596567,chr22,31484607,31497707,,2.67147498370893,.,.,2
chr21,34018645,34034485,chr21,34061680,34062158,,2.66861930412248,.,.,2
chr7,116637096,116652178,chr7,117418643,117427061,,2.66540797735658,.,.,2
chr22,31190159,31195649,chr22,31554847,31560875,,2.66095766348362,.,.,2
chrX,153185981,153190717,chrX,153045679,153054680,,2.65828976248237,.,.,2
chr7,115634608,115644334,chr7,117015792,117020511,,2.65668576301398,.,.,2
chr21,33814570,33825334,chr21,34137568,34141574,,2.65604424919233,.,.,2
chr7,115634608,115644334,chr7,116397832,116406683,,2.65540250786588,.,.,2
chr22,30500492,30518129,chr22,30684828,30687874,,2.65290681742042,.,.,2
chr22,30594718,30608135,chr22,31536921,31538968,,2.64898233229879,.,.,2
chr22,31250308,31257723,chr22,30391138,30394448,,2.64423055987702,.,.,2
chrX,152840257,152843591,chrX,152818936,152819328,,2.6433122350921,.,.,2
chr21,33892891,33903027,chr21,33230020,33237193,,2.64167085090507,.,.,2
chr22,31198055,31202511,chr22,31230053,31236321,,2.64136445458004,.,.,2
chr21,33672534,33683608,chr21,33152381,33158887,,2.63634024985392,.,.,2
chr22,30426851,30430847,chr22,31309325,31311394,,2.6322580874605,.,.,2
chr7,115678229,115679502,chr7,117057672,117060421,,2.62651296418652,.,.,2
chr7,115634608,115644334,chr7,117280370,117284325,,2.62632440326326,.,.,2
chr22,30383085,30391138,chr22,30791576,30797025,,2.62494447511886,.,.,2
chr22,31250308,31257723,chr22,31354278,31360812,,2.62139410741562,.,.,2
chr19,59244631,59255541,chr19,59132505,59139797,,2.6203314548584,.,.,2
chr5,131935750,131943559,chr5,131605494,131614072,,2.61859291910423,.,.,2
chr7,116887586,116899362,chr7,117092396,117093667,,2.61840590495721,.,.,2
chr22,30807762,30817457,chr22,31114733,31117968,,2.61504115596632,.,.,2
chrX,153013886,153018495,chrX,152976977,152983578,,2.61207958119342,.,.,2
chr21,33876553,33880694,chr21,34206887,34208632,,2.60963496341566,.,.,2
chr21,34018645,34034485,chr21,34211631,34217378,,2.60766960440024,.,.,2
chr22,30518129,30540582,chr22,30687874,30688849,,2.60229305626054,.,.,2
chr22,30492110,30496713,chr22,31538968,31546036,,2.59961081340205,.,.,2
chr21,32879167,32893438,chr21,33123011,33126532,,2.5946900500082,.,.,2
chr7,117298279,117301976,chr7,116607025,116607805,,2.59452395003898,.,.,2
chr21,32745747,32758017,chr21,32709879,32717632,,2.59044580020261,.,.,2
chr11,5484295,5490445,chr11,4989719,4994943,,2.5894045645091,.,.,2
chrX,153334906,153354770,chrX,153310805,153325170,,2.58679415242691,.,.,2
chr19,59656253,59662894,chr19,59023585,59038113,,2.58585859042747,.,.,2
chr7,90062817,90066982,chr7,90471667,90481023,,2.58327208336064,.,.,2
chrX,153239474,153250280,chrX,152767492,152770140,,2.58067826189894,.,.,2
chr7,115648831,115658204,chr7,116263562,116268283,,2.57975531387549,.,.,2
chr22,31669333,31683583,chr22,31484607,31497707,,2.57812065860684,.,.,2
chr22,30807762,30817457,chr22,31717274,31719304,,2.57693281394931,.,.,2
chr22,30166635,30177259,chr22,31114733,31117968,,2.5769139099089,.,.,2
chr16,44233,50870,chr16,303869,310530,,2.57207635284697,.,.,2
chr22,31250308,31257723,chr22,31774644,31782523,,2.56677445367758,.,.,2
chr11,5522850,5527707,chr11,5439375,5445518,,2.56537451475124,.,.,2
chr21,33862364,33864236,chr21,33864236,33864938,,2.56511177594772,.,.,2
chr11,4746089,4751281,chr11,4945434,4958689,,2.56472651983426,.,.,2
chr7,116542198,116552833,chr7,116367841,116372955,,2.55870033054582,.,.,2
chr19,59369096,59383221,chr19,59554643,59558296,,2.54749743256633,.,.,2
chr22,31592063,31596567,chr22,31176948,31190159,,2.54623087553372,.,.,2
chr7,116515431,116528143,chr7,116505959,116511717,,2.54146457448609,.,.,2
chrX,153190717,153205199,chrX,153012898,153013886,,2.5389894950581,.,.,2
chr21,32677258,32689036,chr21,32893438,32897398,,2.53808186309103,.,.,2
chrX,153006412,153012898,chrX,153310805,153325170,,2.53079421182409,.,.,2
chr21,33903027,33914126,chr21,33992006,33998378,,2.530168862055,.,.,2
chr7,115634608,115644334,chr7,116578660,116581134,,2.52950288905212,.,.,2
chr19,59334971,59339599,chr19,59524384,59527378,,2.52503413874946,.,.,2
chr16,65725,74450,chr16,421293,433295,,2.52477210676585,.,.,2
chr19,59356566,59359395,chr19,59398546,59400757,,2.52407280731174,.,.,2
chr5,131284314,131286240,chr5,131505433,131513113,,2.52392927418322,.,.,2
chr16,376973,380162,chr16,95258,100532,,2.52294639385892,.,.,2
chr22,30622186,30624405,chr22,31176948,31190159,,2.52097831963928,.,.,2
chr7,116391563,116395299,chr7,115644334,115646444,,2.52039773888639,.,.,2
chr7,116221965,116241644,chr7,115693067,115699683,,2.51860607946384,.,.,2
chr7,116221965,116241644,chr7,115625042,115633971,,2.51694728454416,.,.,2
chr22,30622186,30624405,chr22,30687874,30688849,,2.51155365077236,.,.,2
chr11,5663938,5668603,chr11,4945434,4958689,,2.50698303582129,.,.,2
chr11,4857284,4859997,chr11,5290481,5292350,,2.50181771669072,.,.,2
chr7,116887586,116899362,chr7,117113770,117119446,,2.50105984395832,.,.,2
chr7,116221965,116241644,chr7,115893184,115899194,,2.49944020486112,.,.,2
chr11,5207423,5224943,chr11,5059236,5062936,,2.49823754232782,.,.,2
chrX,152867462,152883451,chrX,153607386,153615794,,2.49432162343604,.,.,2
chr19,59573963,59585051,chr19,59113313,59121219,,2.48948276310457,.,.,2
chr11,5426420,5431749,chr11,4945434,4958689,,2.48911996610975,.,.,2
chr21,33876553,33880694,chr21,33123011,33126532,,2.48570634358039,.,.,2
chr21,34108475,34126891,chr21,34266974,34276112,,2.47987755229455,.,.,2
chr21,33876553,33880694,chr21,33969936,33975484,,2.47262060418676,.,.,2
chrX,153006412,153012898,chrX,152968284,152976126,,2.471179613562,.,.,2
chr22,30166635,30177259,chr22,30966825,30967360,,2.46887737525623,.,.,2
chr22,31592063,31596567,chr22,31414585,31417049,,2.46868412608381,.,.,2
chr7,115648831,115658204,chr7,115598282,115604576,,2.46646178791021,.,.,2
chr7,127008738,127013100,chr7,125982466,125989516,,2.45667626347756,.,.,2
chr7,115634608,115644334,chr7,116135668,116138207,,2.44435513013771,.,.,2
chr16,120935,131222,chr16,314540,327242,,2.44378607621258,.,.,2
chr22,30342966,30373914,chr22,30684828,30687874,,2.44106788964151,.,.,2
chr7,115634608,115644334,chr7,115991418,115997316,,2.44034464711308,.,.,2
chr21,33461676,33469189,chr21,33123011,33126532,,2.43995829080511,.,.,2
chr19,59573963,59585051,chr19,59551653,59554643,,2.43084777108727,.,.,2
chr7,115634608,115644334,chr7,115988758,115991418,,2.42854827776732,.,.,2
chr22,30166635,30177259,chr22,30624405,30634383,,2.42630245308851,.,.,2
chr11,5207423,5224943,chr11,5138156,5147063,,2.42147893046151,.,.,2
chr22,31094253,31114733,chr22,30805239,30807762,,2.40296175644893,.,.,2
chr21,34018645,34034485,chr21,34206887,34208632,,2.40220456843468,.,.,2
chr21,33876553,33880694,chr21,33840988,33842737,,2.40156197401737,.,.,2
chr21,33697177,33704163,chr21,33123011,33126532,,2.39429237769982,.,.,2
chr19,59163517,59190185,chr19,59128706,59131425,,2.39393997210766,.,.,2
chr7,115634608,115644334,chr7,116752147,116760886,,2.39136058109795,.,.,2
chr22,30383085,30391138,chr22,31236321,31242852,,2.37547944319942,.,.,2
chr7,27204939,27208838,chr7,27417645,27420111,,2.37274296828341,.,.,2
chr22,31198055,31202511,chr22,31427202,31433208,,2.36775590967315,.,.,2
chr21,34198062,34206887,chr21,34266974,34276112,,2.36412416167576,.,.,2
chr22,30133954,30137204,chr22,30687874,30688849,,2.35858321850754,.,.,2
chrX,152867462,152883451,chrX,152818936,152819328,,2.35289607836671,.,.,2
chr19,59359483,59369096,chr19,59220696,59231134,,2.34715363093259,.,.,2
chr21,32938818,32941685,chr21,33248103,33250301,,2.33086963111014,.,.,2
chr11,5199624,5207423,chr11,5313724,5320167,,2.33006028817151,.,.,2
chr7,89766390,89771626,chr7,90486577,90494804,,2.32340235666073,.,.,2
chr5,131750216,131752650,chr5,132214379,132224265,,2.31729002635478,.,.,2
chr22,31198055,31202511,chr22,31157003,31160758,,2.31620118176625,.,.,2
chr22,30767694,30776418,chr22,31662921,31666467,,2.31055363513364,.,.,2
chr7,115678229,115679502,chr7,115881206,115893184,,2.29460247962023,.,.,2
chr21,33814570,33825334,chr21,33123011,33126532,,2.29348605140783,.,.,2
chr7,116438320,116444567,chr7,117177986,117184316,,2.28959728222897,.,.,2
chr7,115678229,115679502,chr7,116552833,116554112,,2.28938665264816,.,.,2
chr21,34164473,34178717,chr21,33165873,33179704,,2.28389683547945,.,.,2
chr21,34108475,34126891,chr21,33992006,33998378,,2.26819935751958,.,.,2
chr22,31198055,31202511,chr22,31618947,31627113,,2.26282346696249,.,.,2
chr22,30194703,30221033,chr22,30687874,30688849,,2.24656754470131,.,.,2
chr21,32879167,32893438,chr21,32709309,32709879,,2.24047845365528,.,.,2
chr11,5656890,5663938,chr11,5115830,5118803,,2.23925062563229,.,.,2
chr5,131935750,131943559,chr5,132224265,132225103,,2.20923349269502,.,.,2
chr5,131654859,131664452,chr5,131721965,131729228,,2.20810172167416,.,.,2
chr22,30672898,30673477,chr22,31484607,31497707,,2.19839448739719,.,.,2
chr2,219990639,219994244,chr2,220369160,220372390,,23.2420596450792,.,.,3
chr2,234208447,234223064,chr2,234156762,234159135,,22.7290085658028,.,.,3
chr5,56301477,56303901,chr5,55924428,55926121,,13.0945400210018,.,.,3
chr18,23993206,23995003,chr18,23719232,23720365,,13.0556167120954,.,.,3
chr15,41711734,41718116,chr15,41802421,41808201,,12.8147492913167,.,.,3
chr13,112396810,112408064,chr13,112590823,112594321,,11.3593726096743,.,.,3
chr12,38989900,38997714,chr12,38688804,38696317,,11.2280400245438,.,.,3
chr12,38989900,38997714,chr12,38831907,38835298,,10.9225136656579,.,.,3
chr13,112342758,112353234,chr13,112590823,112594321,,10.784525662893,.,.,3
chr6,132687949,132689167,chr6,132285040,132298942,,9.99641356897306,.,.,3
chr5,56144129,56153112,chr5,55887820,55891293,,9.76674333951284,.,.,3
chr1,149521008,149535027,chr1,149591317,149596572,,9.1402219362499,.,.,3
chr5,56301477,56303901,chr5,56178624,56184136,,9.0328699210243,.,.,3
chr9,130974183,130986814,chr9,131175769,131178165,,8.84131693100938,.,.,3
chr6,132311348,132323867,chr6,132580993,132584073,,7.94723748890875,.,.,3
chr9,130974183,130986814,chr9,131073160,131079404,,7.93866143335818,.,.,3
chr6,132311348,132323867,chr6,132617261,132622605,,7.92591109516159,.,.,3
chr2,220195899,220212153,chr2,220256063,220261160,,7.81946099780986,.,.,3
chr12,38989900,38997714,chr12,38830210,38831907,,7.81041289866085,.,.,3
chr13,112396810,112408064,chr13,112570702,112571629,,7.73258235025754,.,.,3
chr13,112390743,112394445,chr13,112590823,112594321,,7.70512549316795,.,.,3
chr12,38989900,38997714,chr12,38837899,38838513,,7.69192331159454,.,.,3
chr20,33790199,33791254,chr20,33753415,33756338,,7.67093286549771,.,.,3
chr5,56144129,56153112,chr5,55948554,55955155,,7.65363784081697,.,.,3
chr6,41657043,41667359,chr6,41534649,41536791,,7.49032309221343,.,.,3
chr2,118387198,118393051,chr2,118394592,118395408,,7.41068945076763,.,.,3
chr6,132311348,132323867,chr6,132592206,132598269,,7.24029182952981,.,.,3
chr9,130974183,130986814,chr9,131178165,131184879,,7.12897589506468,.,.,3
chr1,149634960,149642521,chr1,149591317,149596572,,7.04935659837496,.,.,3
chr1,149782709,149801791,chr1,149591317,149596572,,6.93060893644787,.,.,3
chr6,132311348,132323867,chr6,132556034,132558480,,6.85032211283197,.,.,3
chr11,64301402,64315786,chr11,64388223,64399221,,6.68343410319412,.,.,3
chr11,64159283,64172456,chr11,63940889,63943990,,6.67313430398861,.,.,3
chr1,149678247,149693499,chr1,149808822,149813051,,6.66967736603028,.,.,3
chr20,33657759,33672876,chr20,33753415,33756338,,6.58599398934997,.,.,3
chr2,220195899,220212153,chr2,220107678,220113964,,6.56066448160515,.,.,3
chr1,149678247,149693499,chr1,149591317,149596572,,6.5089398274099,.,.,3
chr11,64172456,64183193,chr11,63940889,63943990,,6.49653320834233,.,.,3
chr13,112342758,112353234,chr13,112570702,112571629,,6.47435298921567,.,.,3
chr6,132311348,132323867,chr6,132544976,132546004,,6.40757748971803,.,.,3
chr11,64246362,64255821,chr11,63940889,63943990,,6.40460263487062,.,.,3
chr20,33657759,33672876,chr20,33708529,33712713,,6.38305912729462,.,.,3
chr9,130941363,130958642,chr9,131175769,131178165,,6.37557442753245,.,.,3
chr9,130908519,130917337,chr9,131175769,131178165,,6.28664804616586,.,.,3
chr1,149486035,149500662,chr1,149591317,149596572,,6.26674004791589,.,.,3
chr5,56301477,56303901,chr5,56008839,56015037,,6.24252075540631,.,.,3
chr6,132224305,132233376,chr6,132285040,132298942,,6.16765161530014,.,.,3
chr1,149885374,149903150,chr1,149703441,149704502,,6.13990719586895,.,.,3
chr20,33727235,33731258,chr20,33753415,33756338,,6.12068427170423,.,.,3
chr2,220195899,220212153,chr2,220091842,220107678,,6.07420352372135,.,.,3
chr2,220015438,220017284,chr2,220256063,220261160,,6.05023319188525,.,.,3
chr1,149678247,149693499,chr1,149813051,149820029,,6.02559568210797,.,.,3
chr13,112342758,112353234,chr13,112561564,112562308,,5.94031428785465,.,.,3
chr20,33587426,33618232,chr20,33753415,33756338,,5.85660130363809,.,.,3
chr14,53105219,53106857,chr14,53426559,53428334,,5.83457831736877,.,.,3
chr9,130908519,130917337,chr9,131073160,131079404,,5.82709383602818,.,.,3
chr11,64246362,64255821,chr11,64048807,64052658,,5.73794949210178,.,.,3
chr20,33782949,33787276,chr20,33753415,33756338,,5.70671735158326,.,.,3
chr15,41868178,41876403,chr15,41915791,41922335,,5.67649445467932,.,.,3
chr1,149782709,149801791,chr1,149669018,149678247,,5.63914197741841,.,.,3
chrX,122924506,122931666,chrX,122983543,122985655,,5.57785237374216,.,.,3
chr9,130935563,130941363,chr9,131175769,131178165,,5.57544771981599,.,.,3
chr1,149782709,149801791,chr1,149703441,149704502,,5.54869055785493,.,.,3
chr15,41879984,41887322,chr15,41915791,41922335,,5.47774948707156,.,.,3
chr10,55267633,55272382,chr10,55541244,55542742,,5.46087223209738,.,.,3
chr1,149885374,149903150,chr1,149591317,149596572,,5.41771800762941,.,.,3
chr1,149486035,149500662,chr1,149445213,149447339,,5.37239267966296,.,.,3
chr2,51986332,51993622,chr2,51998464,51998931,,5.36776357460586,.,.,3
chr20,33727235,33731258,chr20,33583765,33587426,,5.35079836122813,.,.,3
chr1,149634960,149642521,chr1,149549702,149555401,,5.3410433166755,.,.,3
chr13,112396810,112408064,chr13,112609250,112612436,,5.28888740888235,.,.,3
chr2,234490737,234492257,chr2,234483694,234484280,,5.27673870864269,.,.,3
chr6,132224305,132233376,chr6,132592206,132598269,,5.24330832059453,.,.,3
chr20,33727235,33731258,chr20,33646761,33649167,,5.22971617976622,.,.,3
chr6,108784020,108793231,chr6,108541299,108545383,,5.22466922058782,.,.,3
chr11,64257815,64274437,chr11,63983051,63989789,,5.21723546275775,.,.,3
chr21,39679021,39686248,chr21,39479061,39481715,,5.21494018195447,.,.,3
chr6,132311348,132323867,chr6,132548159,132556034,,5.20328998691769,.,.,3
chr5,56278314,56285322,chr5,55887820,55891293,,5.14690009825113,.,.,3
chr1,149885374,149903150,chr1,149549702,149555401,,5.09111190308905,.,.,3
chr9,130974183,130986814,chr9,131084153,131094112,,5.07678053455635,.,.,3
chr11,64257815,64274437,chr11,63940889,63943990,,5.0645828917994,.,.,3
chr6,108784020,108793231,chr6,108526039,108531213,,5.02779009515031,.,.,3
chr1,149782709,149801791,chr1,149549702,149555401,,5.01612274733427,.,.,3
chr12,38989900,38997714,chr12,38804087,38807391,,4.96472576607305,.,.,3
chr2,118472030,118477333,chr2,118255994,118261353,,4.94377115903455,.,.,3
chr12,38978063,38981004,chr12,38831907,38835298,,4.93842288527067,.,.,3
chr2,118472030,118477333,chr2,118303558,118311555,,4.92097999200923,.,.,3
chr9,130941363,130958642,chr9,131073160,131079404,,4.91042832433878,.,.,3
chr6,74119688,74132767,chr6,73911807,73914194,,4.85840492210956,.,.,3
chr6,41641921,41647390,chr6,41519452,41524415,,4.85383984738381,.,.,3
chr6,74134768,74155788,chr6,74255478,74258949,,4.84732574548715,.,.,3
chr20,33358672,33369416,chr20,33492365,33500088,,4.83555971561941,.,.,3
chr15,41579781,41590166,chr15,41802421,41808201,,4.82036024457107,.,.,3
chr2,118472030,118477333,chr2,118311555,118313865,,4.79999766813593,.,.,3
chr13,112396810,112408064,chr13,112544479,112545140,,4.79787049562947,.,.,3
chr13,112390743,112394445,chr13,112570702,112571629,,4.78864849170496,.,.,3
chr6,41657043,41667359,chr6,41519452,41524415,,4.7658983690424,.,.,3
chr5,56144129,56153112,chr5,56008839,56015037,,4.74608952018553,.,.,3
chr6,41657043,41667359,chr6,41405895,41406510,,4.71019837116786,.,.,3
chr2,118290481,118295115,chr2,118478421,118479117,,4.68770861767906,.,.,3
chr18,59762758,59769443,chr18,59724570,59725847,,4.67138391430592,.,.,3
chr9,130974183,130986814,chr9,131160202,131175769,,4.66143878467127,.,.,3
chr20,33332147,33351940,chr20,33492365,33500088,,4.65059698933409,.,.,3
chr6,132683540,132687949,chr6,132274273,132285040,,4.64578865423088,.,.,3
chr20,33458206,33471290,chr20,33381601,33390613,,4.63594093065525,.,.,3
chr6,132311348,132323867,chr6,132589178,132592206,,4.63312971993223,.,.,3
chr20,33727235,33731258,chr20,33549923,33559185,,4.62358733516962,.,.,3
chr9,130935563,130941363,chr9,131160202,131175769,,4.61552803098914,.,.,3
chr13,112342758,112353234,chr13,112615712,112634863,,4.61127042798725,.,.,3
chr6,74156707,74169611,chr6,74183576,74185501,,4.60716533732498,.,.,3
chrX,122924506,122931666,chrX,122823467,122825403,,4.60128803142829,.,.,3
chr1,149447339,149466614,chr1,149591317,149596572,,4.58610440752764,.,.,3
chr6,73983752,73995451,chr6,74077511,74083551,,4.57634073241829,.,.,3
chr11,64172456,64183193,chr11,63983051,63989789,,4.5682128407759,.,.,3
chr9,130908519,130917337,chr9,131178165,131184879,,4.55304641862227,.,.,3
chr5,56144129,56153112,chr5,56055842,56058706,,4.54615921444382,.,.,3
chr20,33790199,33791254,chr20,33778434,33780610,,4.54545679938555,.,.,3
chr2,220195899,220212153,chr2,220235096,220239288,,4.53578660083907,.,.,3
chr1,149678247,149693499,chr1,149858971,149869734,,4.49039441389938,.,.,3
chrX,122815150,122823467,chrX,123021975,123028440,,4.4850945165829,.,.,3
chr9,130935563,130941363,chr9,131073160,131079404,,4.47105419071701,.,.,3
chrX,122924506,122931666,chrX,123021975,123028440,,4.46415510009612,.,.,3
chr6,74217113,74241547,chr6,74264737,74282199,,4.4623271581155,.,.,3
chr20,33764000,33778165,chr20,33791254,33791479,,4.45780951428378,.,.,3
chr5,142057237,142058592,chr5,142054452,142057237,,4.42931996279374,.,.,3
chr2,51837378,51843515,chr2,51535102,51540235,,4.42616425044733,.,.,3
chrX,122924506,122931666,chrX,123009294,123011552,,4.41380734108819,.,.,3
chr18,59762758,59769443,chr18,59660664,59664346,,4.4131628722077,.,.,3
chr1,149486035,149500662,chr1,149813051,149820029,,4.39599736006233,.,.,3
chr9,130908519,130917337,chr9,130966798,130973664,,4.39110190407534,.,.,3
chr6,132311348,132323867,chr6,132483164,132493134,,4.37656695879917,.,.,3
chr6,74134768,74155788,chr6,74183576,74185501,,4.37176517318152,.,.,3
chr6,132311348,132323867,chr6,132584463,132585485,,4.3640711619082,.,.,3
chr20,33727235,33731258,chr20,33708529,33712713,,4.36363036855419,.,.,3
chr5,56144129,56153112,chr5,55924428,55926121,,4.34983033104784,.,.,3
chr20,33510824,33517733,chr20,33708529,33712713,,4.3200422605673,.,.,3
chr1,149678247,149693499,chr1,149555401,149555776,,4.31476338514313,.,.,3
chr6,132311348,132323867,chr6,132524976,132526733,,4.3145544553,.,.,3
chr1,149634960,149642521,chr1,149535027,149537488,,4.3122656570479,.,.,3
chr18,59762758,59769443,chr18,59798743,59801205,,4.29964458968645,.,.,3
chr6,132311348,132323867,chr6,132458258,132459271,,4.2991347997576,.,.,3
chr13,112342758,112353234,chr13,112514486,112518084,,4.29784204447362,.,.,3
chr5,56301477,56303901,chr5,56190056,56201313,,4.28179566262346,.,.,3
chr6,41640209,41641921,chr6,41519452,41524415,,4.28172611123885,.,.,3
chr18,59762758,59769443,chr18,59801205,59802993,,4.26803566144734,.,.,3
chr9,130974183,130986814,chr9,131042625,131061109,,4.25486641371605,.,.,3
chr1,149779061,149782709,chr1,149703441,149704502,,4.24585304326354,.,.,3
chr4,118878793,118886872,chr4,118779287,118785706,,4.23953196164481,.,.,3
chr9,130935563,130941363,chr9,131178165,131184879,,4.23634198446136,.,.,3
chr13,112396810,112408064,chr13,112416982,112417513,,4.23451865944303,.,.,3
chr9,130908519,130917337,chr9,131160202,131175769,,4.22160168335113,.,.,3
chr1,149678247,149693499,chr1,149801791,149803669,,4.21121956844719,.,.,3
chr1,149634960,149642521,chr1,149555401,149555776,,4.20962525374306,.,.,3
chr21,39505635,39512787,chr21,39639874,39641053,,4.20597057635845,.,.,3
chr6,132311348,132323867,chr6,132274273,132285040,,4.19941904104528,.,.,3
chr18,59762758,59769443,chr18,59649508,59651566,,4.19086603960642,.,.,3
chr1,149782709,149801791,chr1,149813051,149820029,,4.1786601262034,.,.,3
chr6,132224305,132233376,chr6,132233376,132234381,,4.17828708072826,.,.,3
chr2,118472030,118477333,chr2,118449508,118454233,,4.16551061122438,.,.,3
chr12,38989900,38997714,chr12,38723085,38727540,,4.16196777403531,.,.,3
chr12,38978063,38981004,chr12,38837899,38838513,,4.15330866324067,.,.,3
chr13,112396810,112408064,chr13,112663512,112666558,,4.1431792938582,.,.,3
chr6,41657043,41667359,chr6,41467277,41469211,,4.11650605243331,.,.,3
chr15,41569409,41573285,chr15,41532371,41535401,,4.10133529496971,.,.,3
chr1,149486035,149500662,chr1,149437817,149445213,,4.08477600402924,.,.,3
chr14,53142841,53151085,chr14,53426559,53428334,,4.07374473976865,.,.,3
chr11,64246362,64255821,chr11,63953996,63962978,,4.06622325298523,.,.,3
chr9,130908519,130917337,chr9,131113402,131125520,,4.06491261031343,.,.,3
chr6,132311348,132323867,chr6,132428638,132436939,,4.06279243442311,.,.,3
chr5,55937500,55937884,chr5,55936112,55937500,,4.04114490034999,.,.,3
chr6,41774431,41784463,chr6,41469211,41473486,,4.03667190790726,.,.,3
chr6,41774431,41784463,chr6,41405895,41406510,,4.03241408032767,.,.,3
chr1,149513274,149521008,chr1,149555401,149555776,,4.02155329725209,.,.,3
chr20,33358672,33369416,chr20,33404306,33406048,,4.01981724897643,.,.,3
chr5,56144129,56153112,chr5,55897679,55903717,,4.00842967810568,.,.,3
chr6,132311348,132323867,chr6,132606094,132616591,,3.99403757506225,.,.,3
chr12,38989900,38997714,chr12,38641494,38655628,,3.97432213400067,.,.,3
chr11,64246362,64255821,chr11,63983051,63989789,,3.9726691321085,.,.,3
chr1,149782709,149801791,chr1,149466614,149470589,,3.95816827877601,.,.,3
chr20,33510824,33517733,chr20,33753415,33756338,,3.95467795249717,.,.,3
chr1,149599808,149616891,chr1,149466614,149470589,,3.94765026905984,.,.,3
chr6,74217113,74241547,chr6,74282199,74283483,,3.94666752108419,.,.,3
chr1,149885374,149903150,chr1,149466614,149470589,,3.9384795015986,.,.,3
chr1,149513274,149521008,chr1,149466614,149470589,,3.93688032845273,.,.,3
chr9,130908519,130917337,chr9,131084153,131094112,,3.93006702088806,.,.,3
chr21,39679021,39686248,chr21,39503186,39505635,,3.9219091253219,.,.,3
chr1,149513274,149521008,chr1,149445213,149447339,,3.91900838474643,.,.,3
chr1,149782709,149801791,chr1,149803669,149804030,,3.91791022342477,.,.,3
chr5,56144129,56153112,chr5,56277810,56278314,,3.90221030799167,.,.,3
chr15,41569409,41573285,chr15,41915791,41922335,,3.89507381865306,.,.,3
chr6,132311348,132323867,chr6,132578451,132580993,,3.89457267389916,.,.,3
chr1,149486035,149500662,chr1,149555401,149555776,,3.892861295363,.,.,3
chr11,64159283,64172456,chr11,63983051,63989789,,3.89240971809534,.,.,3
chrX,122924506,122931666,chrX,122950321,122955021,,3.88726226883379,.,.,3
chr12,38989900,38997714,chr12,38777373,38782343,,3.88105801044714,.,.,3
chr20,33756338,33764000,chr20,33583765,33587426,,3.86718613901858,.,.,3
chr14,53079320,53087013,chr14,53426559,53428334,,3.85998464276948,.,.,3
chr1,149782709,149801791,chr1,149713793,149718965,,3.85981229932807,.,.,3
chr13,112396810,112408064,chr13,112467489,112476632,,3.85816572067718,.,.,3
chr13,112396810,112408064,chr13,112514486,112518084,,3.85520342063269,.,.,3
chr1,149885374,149903150,chr1,149813051,149820029,,3.82316766896035,.,.,3
chr9,130974183,130986814,chr9,131113402,131125520,,3.8129190078123,.,.,3
chr5,56144129,56153112,chr5,55992985,55995293,,3.81013788057122,.,.,3
chr6,132218540,132222065,chr6,132589178,132592206,,3.80941277148325,.,.,3
chr2,219994244,220004463,chr2,220235096,220239288,,3.80715327064591,.,.,3
chr20,33756338,33764000,chr20,33778434,33780610,,3.8004636086123,.,.,3
chr18,59702611,59711113,chr18,59798743,59801205,,3.79889566546107,.,.,3
chr9,130935563,130941363,chr9,130966798,130973664,,3.78886492638767,.,.,3
chr6,74156707,74169611,chr6,74255478,74258949,,3.74769410605927,.,.,3
chr1,149782709,149801791,chr1,149660534,149661260,,3.74534348741886,.,.,3
chr4,118539648,118543697,chr4,118779287,118785706,,3.74433310691291,.,.,3
chr6,74119688,74132767,chr6,74264737,74282199,,3.7441843708978,.,.,3
chr6,132218540,132222065,chr6,132524976,132526733,,3.7371188777684,.,.,3
chr5,56301477,56303901,chr5,56344713,56361196,,3.73277836572467,.,.,3
chr9,130941363,130958642,chr9,131061109,131063808,,3.72825431784366,.,.,3
chr13,112342758,112353234,chr13,112467489,112476632,,3.72201314237603,.,.,3
chr11,64274437,64276482,chr11,63983051,63989789,,3.68293931515664,.,.,3
chr20,33332147,33351940,chr20,33500088,33504130,,3.65984600237849,.,.,3
chr5,56301477,56303901,chr5,56243352,56253642,,3.6589167420092,.,.,3
chr11,64159283,64172456,chr11,64048807,64052658,,3.65877606960888,.,.,3
chr1,149599808,149616891,chr1,149549702,149555401,,3.65643703614991,.,.,3
chr1,149678247,149693499,chr1,149869734,149876983,,3.65436117417269,.,.,3
chr6,41657043,41667359,chr6,41532338,41534649,,3.64897950699835,.,.,3
chr6,132311348,132323867,chr6,132496507,132501098,,3.63922989528488,.,.,3
chr14,53079320,53087013,chr14,53437572,53442834,,3.6368810497233,.,.,3
chr11,64159283,64172456,chr11,64033514,64039146,,3.63548529010547,.,.,3
chr5,56144129,56153112,chr5,55896087,55897679,,3.63415087600616,.,.,3
chr1,149486035,149500662,chr1,149466614,149470589,,3.63006211681217,.,.,3
chr15,41711734,41718116,chr15,41788937,41802339,,3.62061485406749,.,.,3
chr4,118576799,118580333,chr4,118779287,118785706,,3.60777467374712,.,.,3
chr6,41657043,41667359,chr6,41538912,41548252,,3.60623290582959,.,.,3
chr1,149678247,149693499,chr1,149724760,149728063,,3.60606722713723,.,.,3
